provider_id,hospital_name,city,state,number_of_deaths_among_cancer_patients_assigned_to_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07_2,percent_of_cancer_patients_dying_in_hospital_2003_07_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_3,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_3
100084,Leesburg Regional Medical Center,Leesburg,FL,209,24.9407,19.0489,32.655,66.5874,56.3784,78.6451,5.5375,4.7063,6.3688,24.2877,18.5011,31.8843,0.7997,0.3422,1.2573,7.9769,4.9563,12.8384,6.2195,3.6808,10.5092,67.425,57.1182,79.5917,10.2881,8.7842,11.7921,12.8561,8.8105,18.7593,54.7088,45.6609,65.5496
100087,Sarasota Memorial Hospital,Sarasota,FL,280,17.8441,13.5209,23.5496,60.5144,52.1038,70.2826,4.8335,4.1151,5.5518,24.5934,19.417,31.1498,1.3633,0.9679,1.7587,7.1913,4.5846,11.2801,9.4036,6.3967,13.824,71.4293,62.1689,82.069,11.0515,9.7518,12.3511,11.8949,8.4932,16.6591,61.5065,52.7334,71.7392
100088,Baptist Medical Center,Jacksonville,FL,154,25.0233,18.3498,34.1239,54.727,44.1826,67.7879,5.5898,4.6215,6.558,38.8086,30.2434,49.7997,2.9799,2.4469,3.5128,9.103,5.4844,15.109,7.3812,4.1887,13.0071,69.5794,57.4524,84.2663,11.0839,9.3322,12.8356,11.8901,7.4866,18.8837,65.2143,53.8892,78.9195
100090,Flagler Hospital,Saint Augustine,FL,112,21.5025,14.2856,32.3654,68.6184,54.6277,86.1924,6.3241,5.1891,7.4592,59.5714,46.6923,76.0029,4.1126,3.4878,4.7374,,,,,,,70.0309,56.1596,87.3284,10.5683,8.5147,12.6219,14.6317,8.9581,23.8985,52.979,41.2922,67.9736
100092,Wuesthoff Medical Center,Rockledge,FL,107,21.1667,14.0632,31.8582,62.4077,49.1122,79.3026,6.1896,5.0285,7.3506,20.0098,13.1724,30.3962,1.1519,0.5128,1.7909,14.6431,8.9661,23.9145,12.1927,7.2163,20.6009,69.7671,55.5423,87.635,10.2619,8.1612,12.3625,12.9987,7.6947,21.9587,68.7264,54.7915,86.2052
100093,Baptist Hospital,Pensacola,FL,124,31.1211,22.8206,42.4406,65.5707,52.7291,81.5398,5.7279,4.6491,6.8068,19.332,13.0586,28.6191,0.8422,0.2484,1.4361,11.1773,6.7336,18.5537,,,,60.9622,48.5309,76.578,10.9923,9.0404,12.9442,,,,46.7524,36.439,59.9849
100105,Indian River Memorial Hospital,Vero Beach,FL,199,20.3565,14.9289,27.7574,69.0679,58.5147,81.5243,5.3456,4.4939,6.1973,25.2715,19.1481,33.353,1.0892,0.6204,1.5579,9.2457,5.7451,14.8792,12.1588,8.0737,18.311,72.3339,61.4558,85.1375,8.9372,7.3963,10.478,16.1586,11.4801,22.7436,43.9835,35.4147,54.6257
100109,Florida Hospital Heartland,Sebring,FL,115,21.3731,14.4387,31.638,67.1061,53.7413,83.7946,5.3573,4.2371,6.4775,38.5225,28.843,51.4503,1.8532,1.2367,2.4697,14.1681,8.6744,23.1409,,,,61.209,48.3345,77.5129,9.0463,7.0197,11.0729,,,,48.9329,37.8186,63.3134
100113,Shands at the University of Florida,Gainesville,FL,151,30.8993,23.3477,40.8934,58.0426,47.1479,71.4548,5.62,4.6425,6.5975,31.8243,24.1129,42.0017,1.906,1.3679,2.444,12.6484,8.2423,19.4101,8.6103,5.1872,14.2925,57.8272,46.8031,71.448,9.9208,8.1522,11.6893,,,,56.9793,46.2232,70.2384
100127,Morton Plant Hospital,Clearwater,FL,178,31.4366,24.1867,40.8597,61.8592,51.3506,74.5183,5.7876,4.8871,6.688,24.3008,18.0173,32.7756,1.3164,0.8208,1.8121,10.7652,6.7792,17.0949,10.7083,6.8252,16.8007,62.216,51.6016,75.0138,12.1301,10.501,13.7593,,,,59.2527,48.8325,71.8963
100128,Tampa General Hospital,Tampa,FL,109,26.653,18.3993,38.6091,54.9639,42.4874,71.1042,6.7801,5.6298,7.9305,37.0855,27.0884,50.772,2.1239,1.4907,2.757,12.7225,7.5313,21.4921,,,,65.5664,52.1176,82.4855,10.6445,8.5633,12.7258,,,,62.1365,49.147,78.5591
100131,Aventura Hospital & Medical Center,Aventura,FL,109,32.8471,23.5783,45.7594,72.6014,58.1428,90.6554,7.3142,6.1638,8.4647,60.1059,47.0264,76.8232,5.0918,4.4586,5.7251,21.1246,13.765,32.419,,,,63.534,50.1707,80.4567,7.1439,5.0624,9.2253,19.65,12.8037,30.157,65.6505,52.0954,82.7325
100135,Tallahassee Memorial HealthCare,Tallahassee,FL,117,23.536,16.3516,33.877,57.0111,45.021,72.1944,3.9127,2.8022,5.0232,21.7892,14.9382,31.7824,0.6778,0.0665,1.289,,,,,,,65.7649,52.4349,82.4838,11.3042,9.295,13.3134,,,,42.7469,32.2063,56.7373
100151,St. Luke's Hospital,Jacksonville,FL,168,19.6639,14.0476,27.5256,59.9381,49.405,72.7168,4.5317,3.6049,5.4585,36.1208,28.1521,46.3451,2.059,1.5489,2.5691,6.6032,3.6555,11.9281,,,,75.091,63.0049,89.4955,11.1958,9.519,12.8725,12.1753,7.9343,18.6829,67.664,56.1611,81.5228
100154,South Miami Hospital,Miami,FL,82,26.1599,17.2217,39.7372,68.2314,52.624,88.4677,6.7613,5.4352,8.0875,31.3454,21.3367,46.0491,2.7445,2.0146,3.4744,,,,,,,68.2288,52.3752,88.881,8.5775,6.1782,10.9767,14.5367,8.2516,25.6088,73.0079,56.3016,94.6714
100157,Lakeland Regional Medical Center,Lakeland,FL,290,30.2669,24.6095,37.2249,64.7068,56.0982,74.6363,6.405,5.6991,7.1109,18.6385,14.3052,24.2843,0.8413,0.4527,1.2298,12.5586,9.0927,17.3456,6.8705,4.4761,10.5457,58.9224,50.6643,68.5265,9.5102,8.2331,10.7873,6.9094,4.4554,10.7152,44.6421,37.5787,53.0332
100168,Boca Raton Community Hospital,Boca Raton,FL,298,16.9146,12.7806,22.3857,69.8741,61.0014,80.0374,5.8894,5.1929,6.5858,27.9174,22.4451,34.7239,1.4673,1.0839,1.8506,9.5604,6.4563,14.1569,7.2437,4.617,11.3646,74.2908,65.1148,84.76,8.5868,7.3267,9.8468,17.3869,13.2711,22.7792,79.7641,70.0429,90.8346
100173,University Community Hospital,Tampa,FL,125,30.5175,22.1061,42.1294,60.8519,48.5204,76.3174,6.5067,5.4323,7.581,26.9352,19.1437,37.8979,1.7215,1.1302,2.3128,10.1038,5.7354,17.7992,,,,64.9586,52.3063,80.6713,12.1413,10.1975,14.085,,,,61.0866,48.8446,76.3969
100179,Memorial Hospital of Jacksonville,Jacksonville,FL,119,25.4379,17.6724,36.6158,64.8201,51.6816,81.2986,5.2357,4.1343,6.337,41.9653,31.7025,55.5504,2.9294,2.3232,3.5356,15.7424,9.911,25.0048,,,,67.2894,54.1074,83.683,10.2953,8.3027,12.2879,11.0683,6.4227,19.0741,56.7518,44.8082,71.879
100191,Community Hospital,New Port Richey,FL,118,16.0308,10.0979,25.4493,61.1862,48.3173,77.4825,5.9502,4.8442,7.0561,30.6639,22.0085,42.7232,2.1498,1.5411,2.7585,10.2212,5.6574,18.4666,,,,74.4621,60.4779,91.6799,9.0396,7.0387,11.0405,12.8306,7.73,21.2967,62.7548,50.3183,78.2651
100204,North Florida Regional Medical Center,Gainesville,FL,190,17.4513,12.4037,24.553,56.372,46.6335,68.1441,4.7023,3.8305,5.5741,14.2527,9.7717,20.7887,0.4978,0.0179,0.9776,7.6073,4.5031,12.8514,8.9976,5.5886,14.4859,71.9102,60.8078,85.0398,12.0489,10.4716,13.6261,11.6197,7.6461,17.6584,42.3886,33.99,52.8623
100212,Ocala Regional Medical Center,Ocala,FL,226,24.4825,18.7921,31.8959,69.5048,59.4304,81.287,5.2905,4.4912,6.0898,18.5519,13.7066,25.1101,0.8153,0.3754,1.2553,8.1486,5.1316,12.9394,6.4815,3.905,10.7578,65.4053,55.6613,76.855,9.8532,8.4071,11.2993,12.3594,8.5287,17.9105,53.3968,44.668,63.8313
100213,Blake Medical Center,Bradenton,FL,179,16.7024,11.6042,24.0405,69.3732,58.1238,82.7999,5.2784,4.3802,6.1766,30.5131,23.3606,39.8556,1.3099,0.8155,1.8042,,,,6.9775,3.9598,12.2949,72.6072,61.1639,86.1914,8.5309,6.9059,10.156,17.5514,12.4017,24.8395,58.2719,48.0658,70.6451
100220,Southwest Florida Regional Medical Center,Fort Myers,FL,119,21.2974,14.6026,31.0616,66.1949,53.3046,82.2023,5.542,4.441,6.643,26.4305,18.7853,37.1871,1.3076,0.7016,1.9136,,,,,,,77.2672,62.7614,95.1256,10.8447,8.8528,12.8367,17.9811,11.833,27.3233,64.2775,51.1681,80.7456
100223,Fort Walton Beach Medical Center,Ft Walton Beach,FL,100,28.683,20.0488,41.0355,67.5032,53.1191,85.7822,7.1154,5.9141,8.3166,37.1576,27.1373,50.878,2.843,2.1818,3.5042,,,,,,,65.7414,51.4444,84.0116,9.8171,7.6437,11.9904,16.7642,10.4138,26.987,48.4932,37.0362,63.4944
100224,University Hospital,Tamarac,FL,93,23.0857,14.8907,35.7907,67.2684,52.3307,86.4702,6.4373,5.1918,7.6828,48.6954,36.1005,65.6844,3.2783,2.5927,3.9638,,,,19.628,11.616,33.166,77.4994,61.5992,97.5037,9.8883,7.635,12.1417,16.2364,9.7822,26.9489,75.7433,59.8044,95.9303
100226,Orange Park Medical Center,Orange Park,FL,97,16.8149,10.2991,27.4532,65.6006,51.1356,84.1573,5.5484,4.3287,6.7681,44.5796,33.0475,60.1359,2.664,1.9927,3.3353,,,,,,,74.8397,59.4833,94.1607,9.2628,7.0561,11.4695,23.4959,15.5997,35.389,63.0869,49.3616,80.6285
100228,Westside Regional Medical Center,Plantation,FL,84,16.3415,9.4874,28.1472,67.8537,52.0888,88.3899,6.0396,4.7293,7.3499,49.0623,35.8358,67.1706,3.4067,2.6855,4.1279,,,,,,,75.3229,58.946,96.2499,9.7573,7.3867,12.1279,19.8572,12.1589,32.4295,57.9122,43.759,76.6431
100231,West Florida Hospital,Pensacola,FL,105,33.3169,24.0265,46.1998,59.1909,46.1418,75.9303,4.9918,3.8197,6.1639,32.5756,23.382,45.384,1.6559,1.0108,2.3011,11.1286,6.3169,19.6054,,,,58.1511,45.1439,74.9062,11.7367,9.6162,13.8573,,,,56.637,44.1448,72.6644
100236,Fawcett Memorial Hospital,Port Charlotte,FL,120,21.0102,14.3023,30.8642,60.9054,48.4892,76.5011,5.0253,3.9288,6.1218,27.3973,19.5704,38.3545,1.465,0.8615,2.0685,,,,,,,71.3538,57.6055,88.3833,10.3488,8.3651,12.3326,16.2136,10.4542,25.1459,55.9699,44.1937,70.8842
100242,Gulf Coast Medical Center,Panama City,FL,83,26.5587,17.6448,39.9757,59.2767,44.7942,78.4417,5.0345,3.7162,6.3528,15.2504,8.8533,26.2699,0.5789,-0.1467,1.3044,,,,,,,69.7535,53.7947,90.4465,13.3555,10.9705,15.7405,,,,28.6657,19.3659,42.4313
100244,Cape Coral Hospital,Cape Coral,FL,166,18.8,13.2182,26.7389,52.4112,42.4708,64.6781,4.1209,3.1883,5.0535,32.3336,24.7541,42.2338,1.6467,1.1334,2.16,9.5052,5.7271,15.7756,7.0567,4.0045,12.4356,79.2823,66.8304,94.0542,14.0227,12.3354,15.71,12.3615,8.0544,18.972,58.3646,47.767,71.3136
100248,Largo Medical Center,Largo,FL,95,22.6427,14.7603,34.7346,66.7886,52.0639,85.6778,5.6224,4.3902,6.8547,48.5786,36.2578,65.0862,2.9959,2.3177,3.6741,12.6334,6.9932,22.8226,,,,61.0741,47.2073,79.0141,11.32,9.0906,13.5494,,,,71.5698,56.6059,90.4895
100249,Seven Rivers Regional Medical Center,Crystal River,FL,81,14.7974,8.4023,26.06,67.016,51.4448,87.3004,4.3681,3.0337,5.7024,16.898,10.0058,28.5379,0.5033,-0.2311,1.2378,,,,13.326,7.3748,24.0798,59.4289,44.778,78.8734,8.9236,6.5094,11.3378,,,,32.8623,22.3709,48.274
100253,Jupiter Medical Center,Jupiter,FL,119,14.0046,8.5783,22.8632,63.9174,50.9649,80.1617,5.4197,4.3186,6.5207,28.4149,20.1954,39.9796,1.596,0.99,2.202,,,,,,,80.2732,65.7748,97.9675,12.2749,10.2829,14.2669,13.3179,8.1549,21.7499,53.8634,42.1486,68.8343
100256,Regional Medical Center,Hudson,FL,118,12.6526,7.6264,20.9916,57.9977,45.7206,73.5715,5.3977,4.2918,6.5037,39.7262,29.9249,52.7378,2.8715,2.2628,3.4802,11.5156,6.6826,19.8437,,,,77.5224,63.037,95.3366,12.1815,10.1807,14.1824,13.2115,8.0883,21.5798,50.0421,39.0029,64.2059
100258,Delray Medical Center,Delray Beach,FL,155,18.7509,12.9437,27.1635,68.3098,56.3548,82.801,5.7601,4.795,6.7252,52.6216,42.1874,65.6366,3.5654,3.0342,4.0967,11.7324,7.1835,19.1621,,,,75.8372,63.3005,90.8568,8.6373,6.8912,10.3835,23.0213,16.5906,31.9445,80.8424,67.8156,96.3717
100260,St. Lucie Medical Center,Port Saint Lucie,FL,117,24.451,16.8785,35.4209,65.9177,52.7142,82.4282,5.4759,4.3654,6.5864,29.1436,20.8173,40.8001,1.7031,1.0918,2.3143,,,,,,,66.1494,52.9734,82.6026,9.1698,7.1606,11.1789,12.5034,7.5336,20.7519,54.3973,42.4829,69.6533
100264,Oak Hill Hospital,Brooksville,FL,152,19.3419,13.4373,27.8412,66.2111,54.3608,80.6447,5.5247,4.55,6.4995,23.2633,16.7738,32.2635,1.2141,0.6776,1.7506,13.7026,8.8332,21.2562,13.0209,8.2961,20.4366,72.8073,60.38,87.7924,8.4605,6.697,10.2239,16.8068,11.433,24.7065,50.8893,40.9696,63.2107
100265,Mease Countryside Hospital,Safety Harbor,FL,137,21.847,15.2717,31.2533,61.9965,50.2386,76.5062,5.5739,4.5476,6.6003,30.373,22.4389,41.1124,1.8314,1.2665,2.3963,8.7792,4.8598,15.8597,8.4393,4.6707,15.2486,60.2541,48.5178,74.8293,10.5832,8.7263,12.4401,9.7766,5.7872,16.5162,61.4125,49.245,76.5863
100271,H. Lee Moffitt Cancer Center,Tampa,FL,177,28.1314,21.5912,36.6527,49.9377,40.7015,61.2697,4.7847,3.8815,5.6878,25.4657,19.184,33.8043,1.2404,0.7433,1.7375,14.1301,9.6829,20.6197,7.6732,4.8296,12.1908,63.049,52.2011,76.1513,10.1846,8.5507,11.8186,7.5866,4.4908,12.8164,56.1706,46.1131,68.4218
100287,Good Samaritan Medical Center,West Palm Beach,FL,177,16.1222,11.2018,23.2039,63.2461,52.7159,75.8798,5.5999,4.697,6.5028,26.3545,19.7962,35.0856,1.4568,0.9599,1.9538,9.5157,5.8273,15.5387,9.5509,5.8479,15.5988,79.5608,67.3634,93.9667,10.3507,8.7171,11.9842,15.4451,10.6585,22.3813,59.3636,48.6393,72.4524
100290,The Villages Regional Hospital,The Villages,FL,112,23.47,16.0916,34.2317,69.3261,55.5194,86.5661,4.6467,3.5117,5.7818,16.379,10.4448,25.6847,0.3656,-0.2592,0.9903,,,,8.895,4.9223,16.074,76.1006,61.4357,94.2661,10.3806,8.3271,12.4341,11.374,6.6008,19.599,50.9625,39.4739,65.7949
110001,Hamilton Medical Center,Dalton,GA,98,31.906,22.5579,45.128,59.3434,45.9724,76.6033,5.2691,4.0559,6.4823,19.1151,12.1899,29.9747,0.7351,0.0673,1.4029,,,,,,,63.4299,49.4443,81.3715,11.4526,9.2577,13.6476,,,,35.2145,25.0301,49.5427
110007,Phoebe Putney Memorial Hospital,Albany,GA,182,31.0374,24.0379,40.0751,64.0919,53.4576,76.8416,6.2137,5.3227,7.1046,17.267,12.2709,24.2971,0.6193,0.129,1.1097,9.7813,6.3052,15.174,6.9578,4.0365,11.9933,60.7329,50.2807,73.3578,10.1242,8.5123,11.736,6.2961,3.4849,11.3749,43.3373,34.8898,53.83
110010,Emory University Hospital,Atlanta,GA,192,35.0302,27.7964,44.1465,59.386,49.4976,71.25,5.9903,5.1232,6.8574,32.4505,25.438,41.3961,2.1881,1.7108,2.6653,13.2153,9.1182,19.1535,6.231,3.6875,10.529,55.1104,45.4242,66.8621,8.4499,6.8811,10.0186,8.8911,5.5247,14.3089,56.2133,46.7331,67.6166
110024,Candler Hospital,Savannah,GA,160,26.0938,19.3453,35.1966,61.9986,50.9015,75.515,5.7525,4.8023,6.7027,26.7008,19.8611,35.8958,1.5426,1.0196,2.0655,8.9161,5.4581,14.565,,,,70.2965,58.3453,84.6957,11.4464,9.7274,13.1655,7.2981,4.0393,13.1861,58.269,47.6353,71.2766
110025,Southeast Georgia Health System,Brunswick,GA,97,20.0319,12.921,31.0561,59.7276,46.2691,77.1007,4.8805,3.661,6.1,35.6502,25.7066,49.4401,2.425,1.7538,3.0962,,,,,,,69.8426,54.9598,88.7554,9.7419,7.5355,11.9483,17.231,10.5503,28.1422,26.5774,17.9553,39.3396
110028,University Health Care System,Augusta,GA,165,41.4909,32.8151,52.4605,66.9378,55.6114,80.5711,6.0924,5.157,7.0277,30.9015,23.5389,40.5671,2.2163,1.7014,2.7311,10.9727,6.9949,17.2127,19.5366,13.8744,27.5095,44.47,35.348,55.9462,6.3091,4.6169,8.0013,9.3641,5.6425,15.5403,37.5286,29.1317,48.3459
110029,Northeast Georgia Medical Center,Gainesville,GA,172,30.0895,22.9223,39.4976,63.5974,52.7929,76.613,4.9101,3.9941,5.8262,18.4091,13.015,26.0388,0.5163,0.0121,1.0205,11.9304,7.6926,18.5028,8.1265,4.8955,13.49,59.1828,48.734,71.872,9.3611,7.7038,11.0185,8.5044,5.1245,14.1134,38.0711,29.7337,48.7463
110035,WellStar Kennestone Hospital,Marietta,GA,218,29.0204,22.7504,37.0183,63.8889,54.1257,75.4132,6.5569,5.7429,7.3708,30.7812,24.3017,38.9884,2.0647,1.6167,2.5127,12.6694,8.7416,18.3621,6.9928,4.3436,11.2578,62.7161,52.9686,74.2574,9.2558,7.7832,10.7284,11.7556,7.9988,17.277,69.2278,59.0899,81.1051
110036,Memorial Health,Savannah,GA,136,15.9027,10.4695,24.1555,56.6989,45.4092,70.7955,4.2465,3.2166,5.2764,27.0486,19.593,37.3411,0.9749,0.408,1.5417,7.6079,4.2116,13.7432,,,,75.267,62.0386,91.316,14.0269,12.1636,15.8902,,,,43.3604,33.4396,56.2245
110043,St. Joseph's Hospital,Savannah,GA,96,27.6169,19.0632,40.0088,59.3868,45.9035,76.8305,4.9179,3.692,6.1439,30.4746,21.424,43.3485,1.8361,1.1613,2.5109,,,,,,,68.6315,53.7061,87.7047,12.0414,9.8234,14.2595,,,,41.0229,30.0836,55.9401
110064,The Medical Center,Columbus,GA,100,29.277,20.5835,41.6423,62.4808,48.988,79.6899,6.4695,5.2683,7.6707,19.8304,12.9257,30.4236,0.7341,0.073,1.3953,,,,,,,60.696,47.0172,78.3543,10.7478,8.5746,12.921,,,,36.6643,26.3186,51.0768
110074,Athens Regional Medical Center,Athens,GA,158,24.9655,18.3084,34.0433,61.9368,50.804,75.5093,4.7969,3.8412,5.7526,13.698,9.0175,20.8081,0.3088,-0.2173,0.8348,7.3712,4.1843,12.9855,,,,70.8362,58.7995,85.3368,13.0397,11.3106,14.7688,,,,44.1302,34.9622,55.7024
110076,DeKalb Medical Center,Decatur,GA,165,28.7524,21.7833,37.9511,70.5783,59.0003,84.4284,5.7075,4.7718,6.6432,25.0843,18.595,33.8383,1.3195,0.8044,1.8345,11.0747,7.2142,17.001,13.5758,9.0102,20.455,62.2317,51.1905,75.6545,8.1309,6.4381,9.8238,13.0555,8.4164,20.2517,51.0874,41.019,63.6272
110078,Emory Crawford Long Hospital,Atlanta,GA,127,28.841,21.1414,39.3448,57.7492,46.1018,72.3394,5.349,4.2817,6.4164,19.7049,13.5041,28.7529,0.8219,0.2344,1.4094,13.3264,8.7614,20.2699,12.3709,7.3137,20.925,54.5692,42.85,69.4936,7.7339,5.8028,9.6651,,,,49.9722,39.0145,64.0076
110082,St. Joseph's Hospital of Atlanta,Atlanta,GA,155,24.1725,17.5096,33.3709,69.6113,57.5854,84.1487,5.908,4.9429,6.873,24.692,17.9612,33.9452,1.0504,0.5192,1.5815,,,,7.5593,4.2899,13.3204,60.8119,49.724,74.3724,8.2075,6.4616,9.9534,12.7451,8.2174,19.7675,66.5285,54.8262,80.7285
110083,Piedmont Hospital,Atlanta,GA,145,24.3513,17.64,33.6161,52.6097,42.1341,65.6898,4.8983,3.9008,5.8958,16.1636,10.8317,24.12,0.8718,0.3227,1.4208,8.4709,4.9166,14.5947,9.6405,5.9021,15.7468,63.5519,51.7404,78.0598,10.9933,9.1886,12.7979,,,,55.8573,44.7926,69.6552
110087,Gwinnett Hospital System,Lawrenceville,GA,121,30.2105,21.7861,41.8926,67.5636,54.3332,84.0156,5.4987,4.4067,6.5907,20.6397,13.9426,30.5535,0.9113,0.3103,1.5124,13.7565,8.4228,22.4678,,,,61.7089,49.2012,77.3962,10.1908,8.2151,12.1665,,,,56.9834,45.069,72.0475
110107,Medical Center of Central Georgia,Macon,GA,150,26.5079,19.5841,35.8796,60.497,49.3071,74.2264,5.7768,4.7958,6.7578,17.0072,11.6597,24.8072,0.9216,0.3816,1.4615,13.0134,8.5622,19.7785,,,,62.8964,51.2606,77.1734,10.3802,8.6053,12.155,7.5514,4.1799,13.6424,51.0381,40.9248,63.6505
110122,South Georgia Medical Center,Valdosta,GA,90,26.7721,18.2231,39.3317,59.6579,45.7947,77.7178,4.6682,3.4021,5.9344,12.4218,7.0527,21.8782,0.3365,-0.3604,1.0334,,,,,,,60.3778,45.999,79.2513,11.0887,8.798,13.3795,,,,17.5361,10.7414,28.6291
110129,St. Francis Hospital,Columbus,GA,101,21.1117,13.898,32.0698,59.8362,46.6438,76.7598,5.1318,3.9366,6.3269,16.0343,9.9655,25.799,0.3869,-0.2709,1.0448,,,,,,,71.7391,56.8393,90.5447,12.5324,10.3701,14.6947,11.9307,6.7721,21.019,30.4757,21.3037,43.5965
110143,WellStar Cobb Hospital,Austell,GA,123,25.2539,17.8541,35.7206,68.1889,54.9797,84.5716,6.0576,4.9744,7.1408,32.4428,23.8792,44.0775,1.7785,1.1823,2.3748,,,,7.9948,4.4239,14.4479,67.5117,54.3601,83.8452,11.001,9.0412,12.9608,,,,68.2401,55.4185,84.028
110165,Southern Regional Medical Center,Riverdale,GA,84,18.5101,11.3372,30.2212,64.5883,49.4582,84.347,6.4374,5.1269,7.748,21.7392,13.862,34.0925,1.5182,0.7968,2.2395,11.7108,6.4813,21.1598,,,,70.9354,54.9476,91.5752,10.1712,7.8002,12.5423,,,,61.4157,47.0235,80.2129
110168,Redmond Regional Medical Center,Rome,GA,96,32.1206,22.7096,45.4316,65.0116,50.878,83.0715,4.9172,3.6914,6.1429,22.0243,14.4984,33.4569,0.9409,0.2663,1.6156,,,,,,,59.0488,45.4357,76.7406,11.2474,9.0298,13.4651,,,,33.6363,23.6509,47.8375
110215,Piedmont Fayette Hospital,Fayetteville,GA,84,28.9626,19.5664,42.8711,61.7438,47.1649,80.829,5.8281,4.5178,7.1383,25.565,16.8294,38.8351,1.4484,0.7272,2.1696,,,,13.3916,7.5999,23.5969,52.5731,39.1184,70.6555,8.8782,6.5077,11.2488,,,,54.918,40.8602,73.8123
120001,Queen's Medical Center,Honolulu,HI,162,42.1167,33.3134,53.2463,57.7798,47.348,70.51,6.7977,5.854,7.7413,23.0054,16.7361,31.6231,0.9133,0.3939,1.4327,10.0846,6.1758,16.4672,,,,40.1119,31.4518,51.1565,6.7032,4.9959,8.4104,,,,49.664,39.5972,62.29
130006,St. Luke's Regional Medical Center,Boise,ID,129,31.339,23.1537,42.4182,66.0212,53.4996,81.4735,5.3593,4.3017,6.417,14.3346,9.1412,22.4786,0.3535,-0.2287,0.9356,,,,7.8862,4.364,14.2512,50.0778,39.1893,63.9916,7.9505,6.037,9.864,,,,43.5938,33.4612,56.7947
130007,St. Alphonsus Regional Medical Center,Boise,ID,95,32.6173,22.9349,46.3873,66.8325,52.4043,85.2333,6.056,4.824,7.288,27.8364,18.9495,40.8909,1.2292,0.5511,1.9073,,,,,,,48.6083,36.5176,64.702,8.2458,6.0169,10.4747,,,,44.9222,32.8165,61.4936
130049,Kootenai Medical Center,Coeur D'alene,ID,84,35.8505,25.0608,51.2855,63.606,48.7092,83.0585,4.8501,3.5399,6.1604,19.0522,11.6697,31.1051,0.464,-0.2571,1.1852,,,,,,,56.3902,42.4895,74.8385,7.5238,5.1532,9.8943,,,,37.044,25.8961,52.991
140007,Provena St. Joseph Medical Center,Joliet,IL,130,21.6846,14.9693,31.4124,63.0924,50.7383,78.4545,5.4785,4.4249,6.532,30.9524,22.6974,42.2099,1.467,0.8871,2.0468,10.3506,6.0074,17.8339,,,,72.0361,58.8394,88.1927,10.6038,8.6977,12.5098,17.724,11.7708,26.6882,64.661,52.2619,80.0016
