hrr_id,hrr_name,state,number_of_deaths_among_cancer_patients_2010,percent_of_cancer_patients_dying_in_hospital_2010,percent_of_cancer_patients_dying_in_hospital_2010_2,percent_of_cancer_patients_dying_in_hospital_2010_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2010_deaths_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2010_deaths_3,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,icu_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_2010_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2010_deaths_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_2010_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2010_deaths_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2010_deaths_3
101,Boulder,CO,98,15.2482007407352,9.19156795017123,25.2957522688417,48.0660601724893,36.2200360237795,63.7864120010413,4.37908953342356,3.24038072583526,5.51779834101187,20.736499066981,13.3768496384494,32.1452662754717,1.22221702608589,0.514343713337984,1.93009033883379,,,,,,,76.6576244538919,61.2182587207186,95.9908287121066,12.5048559944208,10.3211324072409,14.6885795816007,10.8939848117701,6.0319715491538,19.6749775943034,69.5680945133741,54.4463720404408,88.8896650565988
102,Colorado Springs,CO,382,12.2316531487384,9.18819720479352,16.283209362658,55.4511109623612,48.5053092075601,63.3915288283709,3.539405897271,2.96204782203286,4.11676397250913,14.803048651621,11.4160866976032,19.1948655600404,0.543811301115847,0.184899197655298,0.902723404576396,4.24325393045743,2.59867082529117,6.92862048671555,3.35113653434146,1.94486864786593,5.77422854963531,75.4095481141332,67.1857440959429,84.6399786635861,10.8987992403303,9.79158865344063,12.00600982722,13.0551753777901,9.9172557410825,17.1859644033192,45.1789720255069,38.8318011083897,52.5636065034476
103,Denver,CO,968,19.3206433535708,16.7408854063658,22.2979400751369,62.4032210711188,57.6292112028863,67.5727104148857,4.27848183220288,3.91521665491699,4.64174700948877,30.6683189308473,27.3553100555808,34.3825671920062,1.40758079300103,1.18175859619557,1.63340298980649,8.51882895262292,6.84730816119565,10.5983906398883,6.38418187087871,4.99191983055172,8.16475014502621,64.1616467349982,59.3026441817154,69.4187749728704,9.20688864969103,8.51024809439369,9.90352920498838,11.2383164616832,9.31738731819079,13.5552760210321,59.4130263183356,54.6751187804622,64.5615002772454
104,Fort Collins,CO,197,17.8137991081209,12.7262893738704,24.9351110399889,58.6612267310427,48.8571150255148,70.4327203887033,3.98273121418487,3.1792902467398,4.78617218162995,23.9893375322758,17.9655492097182,32.0328818517917,0.738901044626138,0.239445507413546,1.23835658183873,9.20374594433252,5.719781470778,14.8098209416898,8.24176487285311,5.04659965133618,13.4598923854423,63.2334502270415,53.1328978296472,75.2541154528307,10.0970432578884,8.55626919886242,11.6378173169144,6.03586719093191,3.42709152435246,10.6304989194743,54.5612979106922,45.0563924717029,66.0713178838925
105,Grand Junction,CO,145,12.91676655164,8.23783089417686,20.2532511643936,50.153706779709,39.9311475517276,62.9932886473282,3.00957888530468,2.0732432156745,3.94591455493486,19.1427270689478,13.215340506027,27.7286839086066,1.02975708360135,0.447688140348938,1.61182602685377,,,,,,,75.411138809863,62.5501895008665,90.9164289026117,13.3597730649799,11.5641443022413,15.1554018277184,11.3260306777719,7.03909155494065,18.2237963397126,27.3465186478544,19.8967081806125,37.5857189726561
106,Greeley,CO,194,12.2008373528461,8.17643969976594,18.206020906002,57.0404959933546,47.3911996575065,68.6544802976419,3.80585720514841,2.99617778395187,4.61553662634496,21.0091864377627,15.4665103226953,28.538170897477,0.887295834686948,0.383962190188235,1.39062947918566,5.78586863023722,3.20322713211492,10.4507967826373,,,,69.4623214594054,58.6721415397797,82.2368840799584,10.8493538250452,9.29661616433822,12.4020914857521,12.0379300903543,8.06592200774299,17.9659263654109,49.3716070080893,40.3293263037672,60.4412669877284
107,Pueblo,CO,138,19.5875012531717,13.5223250138797,28.3730944899781,56.0311378356387,45.0011989273415,69.7645503228775,4.39200505236325,3.43230191939192,5.35170818533458,26.1554204045313,18.9478904005167,36.1046006746544,1.52718010419127,0.930584880316812,2.12377532806572,,,,,,,65.4622306043993,53.2389260524747,80.4919248648962,9.77633633720484,7.93589534456994,11.6167773298398,11.057215025599,6.77246064486658,18.0528186922733,47.2687850095309,36.9226858589442,60.5139627386019
109,Bridgeport,CT,570,36.1644979664425,31.4722411108987,41.5563324059536,66.1100151499953,59.7432721817676,73.1552515207965,5.62468251001074,5.1518220173809,6.09754300264059,30.5179853049219,26.2389935602812,35.4947846963628,1.51107567981045,1.21712403813094,1.80502732148996,14.4413056060082,11.5434670052958,18.0666092353751,6.58757467012446,4.70399665177384,9.22537647175005,49.608641401392,44.1815868235589,55.7023293780753,6.56522655391496,5.65841297319957,7.47204013463035,10.9009897287546,8.49515728240164,13.9881550295226,75.6065358303127,68.6703418882042,83.2433347946134
110,Hartford,CT,1494,27.0412985386502,24.4776608146648,29.8734357091146,62.5665232074503,58.6484513934771,66.7463459521762,4.89754588917604,4.60443238088936,5.19065939746272,27.5480474395384,24.9691596166838,30.3932903382133,1.3088048127416,1.1265920918604,1.4910175336228,7.59506414957655,6.27323842367461,9.19541001637769,5.04340252863964,3.98573156818133,6.38174162779733,53.1771893228944,49.6122400947607,56.9983024125045,7.22268950891449,6.66058014653737,7.78479887129161,10.6200775078552,9.08393956168999,12.4159837818064,71.5331971774115,67.3001473751552,76.0324976689642
111,New Haven,CT,1418,31.4024311066385,28.5393920569391,34.5526869472124,64.8955028916487,60.7817800092357,69.2876433516765,5.24627298742784,4.94542650878388,5.5471194660718,24.0510311326714,21.5771055472827,26.8086049482932,0.985903832989844,0.798883945159809,1.17292372081988,11.0869564718778,9.4072920482311,13.0665236264699,7.00580760885142,5.69138443821245,8.62379633375389,53.7772606927464,50.105183754393,57.7184544775179,7.71927283201341,7.14233380497082,8.296211859056,9.36474815986669,7.89006560744745,11.1150543558152,73.4265988884352,69.036702979772,78.0956388647771
112,Wilmington,DE,726,20.6407203287427,17.5900651520578,24.2204523977862,60.6316580651904,55.2092437729019,66.5866385501651,4.60914566900931,4.18973953679528,5.02855180122334,27.4744687688818,23.9169835755711,31.5611051764599,1.1200606160802,0.859338642017389,1.38078259014301,10.9336788864978,8.79786172272596,13.5879987388581,6.0047248107998,4.44884028620132,8.10474589642373,69.114587972223,63.298265901479,75.4653575819135,10.816255905555,10.0119527707936,11.6205590403164,10.8087574170144,8.64010762566239,13.5217339831351,67.4552537566572,61.7185841912493,73.7251399882267
113,Washington,DC,1766,31.401788547656,28.8735119112784,34.1514508876395,65.4807199074222,61.77630551427,69.407269403701,5.31129803633491,5.04091007630022,5.58168599636959,26.398443444522,24.0936570713064,28.9237044518058,1.14435740978368,0.976271925837821,1.31244289372955,11.2328115335565,9.79528198562782,12.8813090969236,6.33235550022011,5.20705062372551,7.70085199449784,55.2284569810525,51.8288562013236,58.8510471591319,8.5877700975715,8.06924195228762,9.10629824285539,8.81655122529098,7.49762425810739,10.3674941331084,66.3599995875577,62.6527066477452,70.2866608783476
115,Bradenton,FL,335,11.9070264869357,8.69813383226935,16.2997353793989,60.0901376148933,52.3424191533135,68.9846724126475,4.60684008375275,3.99049654204144,5.22318362546407,37.6195524732789,31.5397273281589,44.8713685303885,2.04443878908888,1.66129154217683,2.42758603600094,5.71643762177216,3.60046529868514,9.0759544594266,12.0882206417502,8.82562700782009,16.55690617269,78.5240232200296,69.6375395978932,88.5445157635393,10.3468311035216,9.1648573444079,11.5288048626352,17.346666661729,13.4342267570924,22.398523540946,67.5366521371403,59.1124677713018,77.1613765058797
116,Clearwater,FL,470,23.6135969870121,19.5483747092156,28.5242108850184,61.4470703001007,54.7451435207356,68.9694501766242,4.62078260084918,4.10006421720628,5.14150098449208,42.9091965728205,37.3024161472086,49.3587102577733,2.33834611394638,2.0146438251947,2.66204840269807,9.9744833084054,7.39348554881574,13.4564836318093,9.06059014776564,6.64047772273336,12.3627090178681,65.3999139948452,58.5193684483329,73.0894550632321,10.8043507457373,9.80575917512537,11.8029423163491,9.61858957969312,7.20128085172288,12.8473347183018,70.5921702327324,63.2506021035851,78.785882385847
118,Fort Lauderdale,FL,2324,13.9205510980465,12.4603798207017,15.5518327419982,62.618429594734,59.4517250834084,65.9538090679381,4.86182964267911,4.62609709780033,5.09756218755789,39.1622895773406,36.6428197827107,41.8549918929307,2.27755275687174,2.13101065905548,2.42409485468799,9.81494533636695,8.56886702033749,11.2422274411813,7.5277698853405,6.44293018425529,8.7952713790254,79.7237113278855,76.1543467262136,83.4603725345099,10.3654327550878,9.91336396007423,10.8175015501013,20.0426502248491,18.2809375868336,21.9741370554737,74.7011127662413,71.1877056646116,78.3879210099155
119,Fort Myers,FL,1275,17.2921308551605,15.1393957915092,19.7509724714176,58.6281504899173,54.5479087517726,63.0135986607679,4.27760921070726,3.96042537627193,4.59479304514259,30.7045268165466,27.7907951637429,33.9237492656563,1.49440106338746,1.29722513031696,1.69157699645796,9.46140340807646,7.88552943123509,11.352205990858799,8.87827264002583,7.37729276318968,10.6846410466366,76.7816489355847,72.101628554032,81.7654431875894,11.5877556541045,10.9794861684266,12.1960251397824,15.4279160356212,13.4132993754772,17.7451189703063,71.3629851409916,66.8450529906425,76.1862758781312
120,Gainesville,FL,507,14.5702954167298,11.6323582845287,18.2502553083438,59.9842601655862,53.5928041160389,67.137958667401,4.51906718019201,4.01737838617941,5.02075597420462,22.7027519223512,18.9473363233452,27.2025015048037,0.915130284985871,0.603257656777832,1.22700291319391,5.43727710846942,3.77609706699722,7.82924321852645,6.77463193296572,4.88124610003405,9.40244291858971,79.4076639903595,71.9567505085157,87.6300980220001,12.236387481919,11.2742893180966,13.1984856457415,14.1551414497635,11.2095514896926,17.8747588292944,55.7662734483447,49.6878199001447,62.5883216564005
122,Hudson,FL,495,13.7153897998584,10.7914209102594,17.4316171082923,62.1502191703272,55.5288467297458,69.5611375060407,4.46508145130323,3.95742787897887,4.97273502362759,35.5748524562579,30.6624012491438,41.2743319416269,1.83512940077377,1.51954879441082,2.15071000713673,9.92756378661432,7.4537470408764,13.2224131295054,7.47376525395557,5.38571514664761,10.3713556232179,78.9181195253298,71.4603495183668,87.1541999359169,10.7745401467685,9.80100321387278,11.7480770796642,18.0643754978787,14.6814129639975,22.226856701639,60.5556185236114,54.1202127535555,67.7562549776975
123,Jacksonville,FL,1255,19.0597265552945,16.8017652321259,21.621131550392,62.3277204023584,58.0814967636645,66.8843770738506,4.65572082109124,4.33583370073161,4.97560794145086,37.8506164129124,34.5986312404232,41.4082612945561,2.15922785342272,1.96037143456887,2.35808427227658,10.6298972774779,8.99546190789593,12.561302275156,6.61510948086876,5.33968792233002,8.19517433984884,73.5011082300129,68.8568638900763,78.4585966573286,10.8351546759044,10.2217010472776,11.4486083045312,13.6577072474626,11.7292934133361,15.9031717158091,67.878594140527,63.4934711380288,72.5665719626214
124,Lakeland,FL,276,29.4947281707729,23.7766720933787,36.587920565639,61.1445540472895,52.6006826329216,71.0761971614026,5.37935673099568,4.70015082663971,6.05856263535164,23.2860178138264,18.2891830127594,29.6480507219787,1.1663070282359,0.74408167057605,1.58853238589575,10.0286481321265,6.92033592249837,14.5330782326669,8.42201838322287,5.6401192462699,12.5760450356176,74.3733084961409,64.8235402262125,85.3299433717974,10.24217378726,8.93964767697611,11.5446998975438,15.3757498551716,11.3969565890145,20.7435802498967,59.2548684526471,50.8105579427643,69.1025561910902
127,Miami,FL,1476,26.2015670363417,23.6633935053599,29.0119891301477,68.4597889789408,64.3075932719378,72.8800825622917,5.87703225415124,5.5822703872313,6.17179412107117,51.6142077603426,47.9924535166929,55.5092779701542,3.51056440817436,3.32732699241195,3.69380182393676,15.4003560694815,13.4748315088546,17.6010339655058,4.92116481084192,3.88279591574795,6.23722276961437,63.792242372601,59.8470899577523,67.9974613602333,8.46528541496655,7.90001496381626,9.03055586611684,14.0235536988338,12.2113196256673,16.1047343262322,72.5937682832498,68.3774530693401,77.0700714491094
129,Ocala,FL,899,15.1334394488578,12.8103720741412,17.8777781181347,61.4391315118806,56.5272060979143,66.7778781494286,4.16097098947985,3.78383287620698,4.53810910275272,23.2733421228504,20.3398466715264,26.6299182247767,0.886396026899533,0.651949780566042,1.12084227323302,7.35986736231304,5.78818869008531,9.35830714773093,8.52267547582724,6.85411030212911,10.5974362921624,77.9116956065784,72.3190240568621,83.9368671170023,10.7389938723802,10.0157489232849,11.4622388214754,16.1382351647287,13.7179989529173,18.985468297962,62.913615059842,57.9175134977327,68.340692147513
130,Orlando,FL,3151,20.0028133432895,18.4776192529907,21.6539011962659,62.5072239642439,59.7589545779186,65.3818841931327,5.04504113862012,4.8415980018436,5.24848427539665,35.4187578890663,33.362842772791,37.6013644564902,2.03870469532742,1.9122351657812,2.16517422487364,10.2373876359379,9.15429616362054,11.4486251848557,6.6710479414337,5.80434157016016,7.6671712198493,71.3168429160891,68.3872219131823,74.3719651307803,10.1809033999993,9.79075661842683,10.5710501815717,14.0461042848794,12.7729847588952,15.4461192357026,66.8357225997832,64.0130439138992,69.7828683392017
131,Ormond Beach,FL,383,19.9487583206317,15.950717179853,24.9489069392828,59.1140932492369,51.9232795847511,67.3007569750223,3.99864897117572,3.4219542951665,4.57534364718493,37.8441506104945,32.1836540410757,44.500221559737,1.85447026394754,1.49597055969451,2.21296996820057,12.3603978663106,9.28103639655293,16.4614628028222,7.60401878263726,5.2799470638776,10.9510760140531,76.0089786950731,67.7319215686202,85.2975186362453,11.6913347910304,10.5853964174882,12.7972731645726,13.3477009352305,10.1658342829699,17.5254794930913,61.8895844030198,54.4488890137542,70.3470856239316
133,Panama City,FL,228,19.3128077962242,14.416294024734,25.8724290954369,61.2611489111804,51.9020109235846,72.3079568428142,4.21614787025447,3.46916872140592,4.96312701910302,28.4088710711066,22.313771737295,36.1688720775898,1.45463405206564,0.990277755596032,1.91899034853525,8.44981898455036,5.44909216305633,13.1029974783214,10.0694834657141,6.79853748029153,14.9141631652726,74.7588163252563,64.3150577727832,86.8984777732488,11.9940064773411,10.5615103241525,13.4265026305296,10.9631759237351,7.4053636490431,16.2302936129673,52.5790627936001,43.9904246732169,62.844536391496
134,Pensacola,FL,695,23.4249592239292,20.101117125381,27.298418850059,65.3827499943467,59.6337576109014,71.6859739866831,4.82430311104419,4.39569560502599,5.25291061706238,30.7588558434639,26.9151875996276,35.1514255398348,1.36911322122605,1.10267125368186,1.63555518877024,9.38859633447463,7.38362982980678,11.9379956963548,5.34927623664382,3.90444112634886,7.32877134779097,69.7536844596504,63.7860409019022,76.2796440553402,10.3939414682637,9.57199268355496,11.2158902529724,12.5297897946431,10.148659736105,15.4695926733472,52.083189519418,46.9845908733206,57.7350697344467
137,Sarasota,FL,622,12.2034140373475,9.71425612347236,15.3303878623387,60.0926854086972,54.2960697133878,66.508144303827,4.0658584953457,3.61294629161215,4.51877069907924,28.7313514436686,24.776081816699,33.3180428562849,1.40231076845779,1.12075989267258,1.683861644243,7.12506525335458,5.24348852317745,9.68182816461992,8.07539103419663,6.0617913562556,10.757866202024,77.2500466486953,70.6669702888296,84.4463783127391,10.3237816018041,9.45522323497342,11.1923399686347,14.0147068223001,11.3783281420009,17.2619390883982,62.5827025763593,56.542993247803,69.2675508810852
139,St. Petersburg,FL,345,25.3946007427673,20.5496087653248,31.3818990059183,58.6348598112736,51.0544490902441,67.3407870685391,5.41168751862443,4.80404458920241,6.01933044804644,45.0214129655671,38.4088652159787,52.7723902806924,3.0849608990117,2.70722234939181,3.4626994486316,11.2712357637112,8.16155636061742,15.5657511910574,8.70387044302954,6.00467991260013,12.6163861840621,63.6399883589385,55.7677400375414,72.62349371876,10.0009175934784,8.83562916440916,11.1662060225477,14.1631586111813,10.6984948110148,18.749839616593,70.0514291664792,61.7104312855932,79.5198255146838
140,Tallahassee,FL,488,22.3036463900314,18.5253068894158,26.8525992719599,54.2215240721271,48.0819784173453,61.1450229270033,3.93755319526471,3.42634418251044,4.44876220801899,22.8123773024881,18.9799210152054,27.4186893493478,0.939609401966774,0.621818571726889,1.25740023220666,7.60545413127982,5.57491745313419,10.3755675360686,5.92960598628211,4.11681578136049,8.54063650643439,68.1102806885171,61.1097843289718,75.9127263564774,12.0558984307624,11.075543161978,13.0362536995469,8.60249464306531,6.33108750890257,11.6888155439183,45.1814904192897,39.6026367516776,51.5462414613565
141,Tampa,FL,716,21.2379876932185,18.0701005253724,24.9612402888392,60.3273923020756,54.8422921430009,66.3610895853667,5.02522917751162,4.60286448172118,5.44759387330205,37.335848052892,33.0619532214037,42.1622261846953,2.21132665712614,1.94876550505237,2.47388780919991,9.63217021718422,7.56167742043501,12.2695928342674,6.67520694483603,4.97873700397497,8.94973719656455,70.6559009893103,64.7697340147411,77.0769931442827,10.7226756528382,9.91269882430807,11.5326524813682,10.8771730824536,8.69442983795956,13.6078956838669,70.1237756448597,64.2441906925354,76.5414562419256
142,Albany,GA,147,19.7261871535435,13.7879306461927,28.2219623525649,53.58266889217,42.9711583549486,66.8146383649275,4.0494236995789,3.11902391032628,4.97982348883152,19.6651902588061,13.7459029250353,28.1334525657616,0.812719468623454,0.234340539252498,1.39109839799441,12.0542311698655,7.77117290220749,18.6978839520198,7.62731635118403,4.22055976531209,13.7839428786616,70.657173647995,58.1258733087593,85.8900848061852,10.9803544827951,9.1961090710105,12.7645998945797,8.65658224323697,4.91428452030589,15.2486930344158,48.6299341279153,38.7127209951348,61.0876846807691
144,Atlanta,GA,3049,19.8297399337798,18.3133471878503,21.4716939403747,59.6741350312853,56.9766784234672,62.4992977875204,4.44237160584966,4.23599197538619,4.64875123631313,26.9059431070739,25.121741053233,28.8168631683245,1.23156272121652,1.10326773330888,1.35985770912417,10.2320751584494,9.16847942588283,11.419054042113,6.81850826050164,5.94880766014254,7.81535688404071,69.7102180128341,66.7618983089617,72.7887405613891,10.7926181195673,10.3968399680739,11.1883962710607,12.1772100625009,10.9764794464091,13.5092900806901,60.0415508024259,57.3151156308928,62.8976803602085
145,Augusta,GA,444,20.7549989446428,16.9843843546034,25.3627080145161,61.0602250323855,54.2273819692848,68.7540306319296,4.68803555079624,4.15198719771907,5.22408390387341,27.8583107722399,23.4166261591841,33.1424977196518,1.56087217212921,1.22764007542711,1.89410426883131,7.44753030593926,5.36785807303414,10.3329311064538,3.75821231342648,2.30067038626903,6.13914964833159,63.357887651395,56.2807221324448,71.3249897220608,9.89305411133131,8.86506396610467,10.9210442565579,11.0084059103338,8.26616766611046,14.6603608324454,41.0341582162098,35.5038810445138,47.4258613699679
146,Columbus,GA,232,21.4864306926159,16.4498466150169,28.065106910306,65.2535333446032,55.7072665311846,76.4356946426663,5.37860167736,4.63771571544267,6.11948763927732,26.8930833228705,21.1207316182623,34.2430339858825,1.41333099558254,0.952762501920333,1.87389948924475,10.5485448943268,7.27783731000966,15.2891298125871,9.3495651943658,6.20686848347488,14.0834898558634,71.6116009364538,61.3185080636746,83.6325205981308,11.3588537800221,9.93804264756415,12.77966491248,12.4309118271416,8.57838983905207,18.0135866699252,52.2572461775103,43.9040434878976,62.1997328972598
147,Macon,GA,488,25.2093065148735,21.2024916866396,29.9733231524528,61.2508296187231,54.6924463918585,68.5956539976664,4.9566735312431,4.44522338578374,5.46812367670246,27.5569592362094,23.3393531897742,32.5367201126559,1.28839191291754,0.970451183594043,1.60633264224104,10.6137284135086,8.17896257689132,13.7732909004867,7.5659132825813,5.47521113636506,10.4549472840135,64.6238740377313,57.7684953940808,72.2927794320307,10.5199129883635,9.53909529479384,11.5007306819331,10.3649844626506,7.82882249559349,13.7227409321717,57.8787151581258,51.588597336538,64.9357773095109
148,Rome,GA,270,21.98563381707,17.0995260344025,28.2679235299155,56.3052653593901,48.0189290475008,66.0215246378207,3.97599263879553,3.28911580111911,4.66286947647195,25.683597216864,20.378986781874,32.3689873818862,1.08115497431213,0.654161014754029,1.50814893387022,8.16807049949184,5.42436561084761,12.2995720552553,6.03264863588312,3.74681474557691,9.71301012599674,68.9394909734582,59.6505907850412,79.6748758584194,11.1743865796444,9.85714977430323,12.4916233849857,11.8159094699195,8.35107390870156,16.7182949316086,50.1877156640803,42.4901753483072,59.2797460337834
149,Savannah,GA,618,19.4253835028149,16.2829995287261,23.1742022448462,59.1119034253703,53.3489486191328,65.4973943632163,3.91900513327799,3.46442823253514,4.37358203402084,25.29531518106,21.6653543102257,29.5334643942177,1.15552384033585,0.87293811298996,1.43810956768175,9.22369079591393,7.19886019950438,11.8180475159782,4.8368909363341,3.39838575280907,6.88430202800034,73.4763060882381,66.9452030499826,80.6445766150209,11.4007124941026,10.5289617060836,12.2724632821216,10.9264498797359,8.56324003437518,13.9418381938527,54.1798243924199,48.7157654051642,60.2567433104989
150,Honolulu,HI,527,31.0747442833884,26.6556161627154,36.2265020018059,59.0787010210532,52.9023776231417,65.9761067678024,5.00833374080634,4.5166746496797,5.49999283193298,26.8723587543799,22.7905030287971,31.6852885656651,1.06423663188782,0.758598924284994,1.36987433949065,9.11238790097354,6.84308761256463,12.1342320833869,5.22235069243647,3.6265441689429,7.52036800995077,54.730649202029,48.7827329538517,61.4037750797856,9.01902679187828,8.07616278047349,9.96189080328307,7.18674461508059,5.24906307413797,9.83971757109664,48.6932672085609,42.9871690641774,55.1567903414271
151,Boise,ID,378,18.5984370959981,14.7341830327765,23.4761480595384,51.4328374471821,44.7374065656705,59.1303110962666,2.86384028101196,2.28333422886826,3.44434633315566,17.0552903666026,13.3712657251376,21.7543301785018,0.508504894586056,0.147635865153081,0.869373924019031,6.85394697034701,4.62910589507305,10.1480912593354,5.80632676860932,3.82048794947843,8.82437819191963,63.2646671999959,55.7211968905635,71.8293636762146,10.8635553541112,9.75030783190076,11.9768028763216,9.19960401263861,6.63299254243759,12.759356119863,35.0579457101353,29.4962142159874,41.6683832174173
152,Idaho Falls,ID,95,17.6602433680625,11.1250561414421,28.0343929822872,48.7295446923328,36.8260365768138,64.4806975349912,2.99742487796086,1.84081116685517,4.15403858906654,19.0704987956981,12.1626147692448,29.9017876679246,1.23883309819094,0.519829281065783,1.9578369153161,,,,,,,59.0744738409692,45.351087254217,76.9506018681581,10.2437978130221,8.02573765105102,12.4618579749931,11.9102011754859,6.76226953448676,20.9771129821303,30.4065542823303,20.850723357913,44.3417970424235
154,Aurora,IL,168,17.7127676722891,12.3821513749394,25.3382573926114,63.594208660968,52.6108871894377,76.8704652451985,4.6682452037465,3.79823376956017,5.53825663793284,34.8873900607926,27.0242352028914,45.0384618145887,1.80737795582456,1.26653918129152,2.3482167303576,9.35271507473013,5.72756434557896,15.2723346245082,8.07477564910754,4.77940091618208,13.642295954428,67.22598138847,55.8995078073955,80.8474484107176,9.28392141118861,7.61548389907991,10.9523589232973,17.9086735999025,12.5168292307453,25.6231497766266,63.7042403228977,52.6999172146556,77.0063872887628
155,Blue Island,IL,969,22.3705626932666,19.5598345777589,25.58518954871,68.2878159217566,63.204604627204,73.7798429539832,5.93697405771146,5.57332837569888,6.30061973972404,42.1725436884883,38.2368554177798,46.5133291355977,2.53121610105535,2.30515736516315,2.75727483694754,11.9507032287145,9.97272986612685,14.3209842819371,5.53406936525181,4.18920270500903,7.31068078964028,65.0390347716256,60.128638647197,70.3504376482655,8.64162470218304,7.94425444571786,9.33899495864822,14.6060041445056,12.3275922693934,17.3055169580014,67.6356823093135,62.7084177232627,72.9501028336322
156,Chicago,IL,1796,27.0794877495579,24.7656444326959,29.6095124345057,68.398804433053,64.6190047076021,72.3996983401485,5.8338737522414,5.56443437867686,6.10331312580594,44.6978854740266,41.6721461874879,47.9433182265297,2.63582552000489,2.46832972065843,2.80332131935134,14.7779244324353,13.1546098070393,16.601560497363,5.20110359887434,4.17423859161322,6.48057796709915,61.2074351117616,57.6119483440033,65.0273115325122,8.24255817092793,7.72584914800046,8.7592671938554,12.7555734139915,11.1190626485166,14.6329468825714,64.4069025861215,60.8027544717035,68.2246904236659
158,Elgin,IL,587,20.2730441023967,16.8807016204981,24.3471110631239,66.598718108182,60.2382287026564,73.6308047095265,5.52824282956616,5.06203771472301,5.99444794440931,48.7007345612534,43.2791065228269,54.8015367543394,3.06412934198764,2.77431498658366,3.35394369739162,11.3568679218199,8.86576120133435,14.5479272523435,5.37255538935234,3.77531883589608,7.64554006332231,69.4861673146347,63.0965975682821,76.522786238232,8.346129592898,7.45207915703365,9.24018002876235,16.2503744907056,13.2813607412217,19.8831035639713,72.893511354065,66.3126265804656,80.1274850887966
161,Evanston,IL,1034,22.0081782005663,19.2693835083764,25.1362430716755,63.6007152271664,58.8711408642737,68.7102529018913,4.82937732193781,4.47760518448191,5.18114945939371,40.7227117490175,36.9284719706097,44.9067931517284,2.25356914908884,2.03489154985195,2.47224674832574,9.39185819758748,7.62429566560028,11.5691998674144,8.75414118928343,7.06029943462127,10.8543537949846,66.7756769388415,61.9989977582666,71.9203727780582,9.36856578010734,8.69396564638037,10.0431659138343,14.4436062419522,12.2914079980405,16.9726496188083,74.147184267769,69.0224141278974,79.6524578907244
163,Hinsdale,IL,345,21.8411392493686,17.3032350201073,27.5691431779069,61.3597012336431,53.4819423930198,70.3978346151714,4.75950445671418,4.15186067907602,5.36714823435235,31.5296954672782,25.984477647925,38.2582905736683,1.77238385106272,1.39464477415299,2.15012292797244,7.94688473929006,5.36736337826236,11.7661079768381,7.0829342391209,4.7035448068048,10.6659890564094,62.3527004195901,54.62320780511,71.175959923237,8.65186491190049,7.48657485619092,9.81715496761007,16.8359388897725,12.9790772606816,21.8389052324101,68.2675737862795,60.1070042742672,77.5360823074714
